PRN;Time_UTC;Azimuth;Elevation;MP_C1C;MP_C1P;MP_C2C;MP_C2P;SNR_S1C;SNR_S1P;SNR_S2C;SNR_S2P
R01;2022-01-01 01:49:30;76.30;63.49;-0.2932;-0.2691;0.5815;0.1102;49.6;48.0;45.1;44.7
R01;2022-01-01 01:50:00;75.74;63.37;-0.1033;0.0355;-0.2952;0.0764;49.6;48.7;44.6;44.9
R01;2022-01-01 01:50:30;75.19;63.24;-0.2653;-0.1516;0.1789;0.0479;49.6;48.2;45.0;45.1
R01;2022-01-01 01:51:00;74.64;63.11;-0.8553;-0.1104;0.0158;-0.1145;50.0;48.2;45.6;44.9
R01;2022-01-01 01:51:30;74.09;62.98;-0.5412;-0.4796;-0.6526;0.1242;49.1;48.1;45.4;45.1
R01;2022-01-01 01:52:00;73.56;62.85;-0.5075;-0.3684;-0.1328;0.2831;49.4;48.4;45.7;45.1
R01;2022-01-01 01:52:30;73.03;62.71;-0.2662;-0.3517;0.2790;0.2934;49.1;48.0;46.0;45.1
R01;2022-01-01 01:53:00;72.51;62.57;0.0855;0.0857;0.2057;0.2843;49.9;47.9;45.9;44.9
R01;2022-01-01 01:53:30;71.99;62.43;0.3135;0.0450;-0.3323;0.2785;49.8;48.5;45.8;44.9
R01;2022-01-01 01:54:00;71.48;62.29;0.0422;0.1190;0.6762;0.2160;49.6;48.2;45.7;44.6
R01;2022-01-01 01:54:30;70.98;62.14;0.2230;0.5476;0.2671;0.2657;49.6;48.3;45.5;45.0
R01;2022-01-01 01:55:00;70.48;61.99;0.5381;0.1754;1.3048;0.0624;49.3;48.5;45.1;44.7
R01;2022-01-01 01:55:30;70.00;61.83;0.2918;0.2563;-0.0368;-0.0813;49.9;48.2;45.4;44.9
R01;2022-01-01 01:56:00;69.51;61.68;0.0771;0.3452;-0.1353;-0.0835;49.7;48.0;45.3;44.7
R01;2022-01-01 01:56:30;69.04;61.52;-0.3765;-0.0673;-0.2348;-0.2612;49.3;47.7;44.7;44.7
R01;2022-01-01 01:57:00;68.57;61.36;0.0444;-0.2463;-0.4141;-0.2830;49.5;47.4;44.9;44.3
R01;2022-01-01 01:57:30;68.11;61.19;-0.2567;-0.1169;-0.4365;-0.0948;48.8;47.5;45.6;44.8
R01;2022-01-01 01:58:00;67.65;61.03;-0.9143;-0.7077;0.1531;0.2387;48.2;47.5;45.8;44.8
R01;2022-01-01 01:58:30;67.20;60.86;-0.0273;-0.3616;0.4698;0.2215;48.8;47.5;46.0;45.6
R01;2022-01-01 01:59:00;66.76;60.69;0.6770;-0.1482;1.1097;0.5275;48.7;48.1;46.1;45.6
R01;2022-01-01 01:59:30;66.33;60.51;0.2847;0.1333;0.8483;0.5679;48.8;47.3;46.0;45.0
R01;2022-01-01 02:00:00;65.90;60.34;0.4827;0.0246;0.0775;0.5403;49.1;47.2;46.2;45.1
R01;2022-01-01 02:00:30;65.48;60.16;-0.0511;0.1708;0.5493;0.6480;49.3;47.6;45.9;45.1
R01;2022-01-01 02:01:00;65.06;59.98;0.0654;-0.0514;0.3721;0.5484;49.1;47.9;45.2;45.1
R01;2022-01-01 02:01:30;64.65;59.80;0.3290;0.1655;0.1022;-0.0421;48.6;47.6;45.1;44.2
R01;2022-01-01 02:02:00;64.25;59.62;-0.4002;-0.0627;0.7046;0.0571;48.4;47.5;45.1;44.6
R01;2022-01-01 02:02:30;63.86;59.43;0.3631;0.1152;-0.1399;0.0970;48.9;47.8;45.1;44.0
R01;2022-01-01 02:03:00;63.47;59.24;0.5257;0.0643;0.4824;0.0041;49.3;47.5;44.9;43.8
R01;2022-01-01 02:03:30;63.08;59.05;0.1960;0.2239;0.3579;0.2286;49.1;46.9;45.4;44.6
R01;2022-01-01 02:04:00;62.71;58.86;-0.1800;-0.2293;0.1756;0.0552;48.3;47.2;45.5;44.1
R01;2022-01-01 02:04:30;62.34;58.67;-0.5428;-0.1585;-0.1655;0.2811;48.0;46.9;45.5;44.0
R01;2022-01-01 02:05:00;61.97;58.47;-0.5711;-0.1866;0.5325;0.4511;47.7;47.3;45.4;44.7
R01;2022-01-01 02:05:30;61.61;58.27;-0.0400;-0.2951;-0.1206;-0.0529;48.6;47.0;44.2;44.0
R01;2022-01-01 02:06:00;61.26;58.08;-0.0357;-0.0068;0.3547;0.2304;48.5;47.1;45.3;44.5
R01;2022-01-01 02:06:30;60.92;57.87;-0.3329;0.0473;0.2723;0.1570;48.5;47.1;44.3;44.2
R01;2022-01-01 02:07:00;60.58;57.67;0.0308;0.1419;-0.0379;0.2469;48.1;47.4;45.1;44.0
R01;2022-01-01 02:07:30;60.24;57.47;-0.2805;0.0361;1.0118;0.2944;48.0;46.5;45.2;43.9
R01;2022-01-01 02:08:00;59.91;57.26;0.4193;0.0285;0.0330;0.4348;48.8;46.8;44.0;43.9
R01;2022-01-01 02:08:30;59.59;57.06;-0.6269;-0.3458;0.6049;0.5137;47.9;46.6;44.3;43.6
R01;2022-01-01 02:09:00;59.27;56.85;-0.2329;-0.1633;0.3662;0.1936;48.3;46.5;44.1;43.2
R01;2022-01-01 02:09:30;58.96;56.64;-0.1883;-0.0970;0.4358;0.0975;48.0;46.5;44.0;43.5
R01;2022-01-01 02:10:00;58.65;56.43;-0.4322;0.1183;0.4572;0.1969;48.4;47.5;43.7;42.8
R01;2022-01-01 02:10:30;58.35;56.22;0.6836;0.1247;0.0032;-0.2171;48.1;46.4;43.4;42.7
R01;2022-01-01 02:11:00;58.06;56.00;0.0326;0.3634;0.0428;-0.0228;48.4;47.3;43.4;42.9
R01;2022-01-01 02:11:30;57.77;55.79;0.0731;-0.2561;-0.3436;0.3404;48.1;46.6;43.8;42.5
R01;2022-01-01 02:12:00;57.48;55.57;-0.2052;0.0132;-0.3638;0.3529;48.1;46.5;43.0;42.7
R01;2022-01-01 02:12:30;57.20;55.35;-0.0904;0.0428;0.5055;0.3502;47.5;46.4;43.1;42.6
R01;2022-01-01 02:13:00;56.93;55.14;0.1919;0.0634;0.6077;0.3705;47.4;46.1;43.4;42.4
R01;2022-01-01 02:13:30;56.66;54.92;0.1997;-0.0697;0.2689;0.3058;47.0;45.9;42.1;41.8
R01;2022-01-01 02:14:00;56.39;54.70;0.0046;0.2006;0.4749;-0.5514;47.4;46.0;41.5;41.3
R01;2022-01-01 02:14:30;56.13;54.47;-0.5528;-0.5198;-0.4201;-0.6227;46.7;45.9;42.0;41.6
R01;2022-01-01 02:15:00;55.88;54.25;-0.4918;-0.0542;-0.8525;-0.6399;46.2;45.8;42.5;41.5
R01;2022-01-01 02:15:30;55.63;54.03;1.0206;0.3077;-0.7526;-0.2608;46.7;45.7;42.8;41.4
R01;2022-01-01 02:16:00;55.38;53.80;0.2436;0.1825;-0.3491;0.1617;46.5;45.7;42.9;42.0
R01;2022-01-01 02:16:30;55.14;53.58;-0.3220;-0.0958;0.2474;0.3312;46.6;45.4;42.6;42.1
R01;2022-01-01 02:17:00;54.91;53.35;0.1201;0.1296;1.5206;0.5785;46.1;44.9;42.7;41.8
R01;2022-01-01 02:17:30;54.68;53.12;-0.1882;-0.4017;0.1056;0.1423;45.8;44.4;42.1;41.5
R01;2022-01-01 02:18:00;54.45;52.89;-0.1917;-0.2850;0.3596;0.0885;46.1;45.3;42.0;41.6
R01;2022-01-01 02:18:30;54.22;52.66;0.0906;-0.0754;0.2574;-0.6075;46.7;45.1;41.4;40.9
R01;2022-01-01 02:19:00;54.01;52.43;0.2258;0.3437;-0.2487;-0.7481;46.9;46.0;41.6;40.7
R01;2022-01-01 02:19:30;53.79;52.20;0.0518;0.4150;-0.6493;-0.1907;46.1;45.5;42.4;41.0
R01;2022-01-01 02:20:00;53.58;51.97;-1.5182;-0.2131;-0.0128;0.6137;45.2;44.8;43.1;41.9
R01;2022-01-01 02:20:30;53.38;51.74;-0.6815;-0.1813;1.5440;0.9947;46.0;44.3;43.4;42.6
R01;2022-01-01 02:21:00;53.17;51.50;-0.1465;-0.3046;0.9618;0.9907;45.5;44.1;43.3;42.0
R01;2022-01-01 02:21:30;52.98;51.27;0.2863;-0.1203;0.1384;0.5121;46.1;44.7;42.6;41.1
R01;2022-01-01 02:22:00;52.78;51.03;0.2066;0.7426;0.2655;-0.3146;47.0;44.6;41.1;40.5
R01;2022-01-01 02:22:30;52.59;50.80;-0.1311;0.4577;-0.6163;-0.6258;46.4;45.4;41.6;40.5
R01;2022-01-01 02:23:00;52.41;50.56;-0.9260;-0.3680;0.1801;-0.3231;46.3;45.0;41.8;40.4
R01;2022-01-01 02:23:30;52.22;50.32;-0.1527;-0.1823;0.7696;0.0533;45.0;44.1;41.2;40.4
R01;2022-01-01 02:24:00;52.04;50.09;0.3919;0.2986;0.0267;0.7594;45.8;44.7;42.4;41.5
R01;2022-01-01 02:24:30;51.87;49.85;0.4763;0.6853;1.2981;0.8883;47.1;45.2;41.0;40.6
R01;2022-01-01 02:25:00;51.70;49.61;0.1046;0.3355;1.0925;0.7893;46.9;45.0;41.7;40.4
R01;2022-01-01 02:25:30;51.53;49.37;0.0282;-0.0470;0.2802;0.1935;45.4;44.5;40.3;39.7
R01;2022-01-01 02:26:00;51.37;49.13;0.3964;-0.3422;0.3527;-0.8244;45.8;44.3;39.4;38.8
R01;2022-01-01 02:26:30;51.20;48.89;-0.3067;-0.3216;-1.1311;-0.7358;45.7;44.1;39.2;38.5
R01;2022-01-01 02:27:00;51.05;48.65;0.2362;-0.0230;-0.5941;-0.6967;45.5;43.5;39.3;38.9
R01;2022-01-01 02:27:30;50.89;48.41;-0.9146;0.0163;1.2528;0.0193;45.0;44.5;39.9;39.5
R01;2022-01-01 02:28:00;50.74;48.17;0.3143;0.3952;1.0014;0.2812;45.4;44.1;39.9;39.5
R01;2022-01-01 02:28:30;50.59;47.92;-0.0683;-0.6751;-0.2606;0.0925;44.6;43.8;39.5;39.4
R01;2022-01-01 02:29:00;50.45;47.68;-0.0960;-0.3274;0.7079;0.5635;45.4;43.3;39.0;39.2
R01;2022-01-01 02:29:30;50.31;47.44;-0.7421;0.2337;1.5800;-0.2862;45.3;43.3;39.4;38.2
R01;2022-01-01 02:30:00;50.17;47.19;-0.8386;-0.2618;0.0327;-0.4737;45.3;43.8;38.1;37.7
R01;2022-01-01 02:30:30;50.04;46.95;-0.6947;0.0752;-0.4367;-0.9293;45.1;44.3;38.3;38.4
R01;2022-01-01 02:31:00;49.90;46.70;0.4950;0.1928;-0.7645;-0.0113;45.2;44.5;40.1;38.9
R01;2022-01-01 02:31:30;49.77;46.46;0.0662;-0.0397;-0.0193;0.2823;45.7;43.9;40.6;38.9
R01;2022-01-01 02:32:00;49.65;46.21;-0.0147;-0.2738;0.7600;0.7526;44.7;43.9;40.5;39.6
R01;2022-01-01 02:32:30;49.52;45.97;-0.1153;-0.0565;0.9279;0.8597;45.3;43.8;40.4;40.4
R01;2022-01-01 02:33:00;49.40;45.72;-0.8229;-0.3454;-0.2169;0.2275;45.5;44.2;39.9;39.1
R01;2022-01-01 02:33:30;49.29;45.48;1.0145;0.4490;-0.0995;0.0012;46.1;44.9;39.7;39.4
R01;2022-01-01 02:34:00;49.17;45.23;0.2132;0.4230;-1.5245;-0.8790;45.6;44.1;39.8;38.8
R01;2022-01-01 02:34:30;49.06;44.98;0.1717;-0.2157;-1.2390;-0.4587;45.2;43.6;39.9;39.0
R01;2022-01-01 02:35:00;48.95;44.74;-0.1105;-0.0827;0.3088;0.3493;45.5;44.3;40.8;39.9
R01;2022-01-01 02:35:30;48.84;44.49;0.5795;0.2304;0.4011;0.9997;45.7;44.6;41.4;40.1
R01;2022-01-01 02:36:00;48.74;44.24;1.0969;0.8441;0.2243;0.7257;46.8;44.6;41.1;39.8
R01;2022-01-01 02:36:30;48.64;44.00;-0.2887;0.2651;0.0282;0.1966;44.9;44.3;39.4;38.8
R01;2022-01-01 02:37:00;48.54;43.75;0.3767;-0.3121;1.0965;-1.0352;44.9;43.6;38.2;38.1
R01;2022-01-01 02:37:30;48.44;43.50;-0.2278;-0.1067;-1.1541;-1.1124;44.6;43.7;38.3;38.3
R01;2022-01-01 02:38:00;48.35;43.25;0.4855;0.6491;-0.1220;-0.2306;45.3;44.0;39.2;39.1
R01;2022-01-01 02:38:30;48.26;43.00;1.1262;0.9025;-0.0358;0.4439;46.3;43.9;40.2;39.3
R01;2022-01-01 02:39:00;48.17;42.75;0.7857;0.0235;0.3242;0.9903;45.2;43.4;39.7;40.0
R01;2022-01-01 02:39:30;48.08;42.50;0.0947;0.2610;0.7479;0.0818;44.3;42.3;38.8;38.8
R01;2022-01-01 02:40:00;47.99;42.26;-0.2476;-0.7680;-0.0595;-1.0386;43.3;41.8;38.0;37.4
R01;2022-01-01 02:40:30;47.91;42.01;0.8011;0.6993;-0.4225;-1.4526;44.5;43.2;38.1;36.7
R01;2022-01-01 02:41:00;47.83;41.76;1.2107;0.9494;-0.6873;-0.7324;44.6;43.9;38.7;38.1
R01;2022-01-01 02:41:30;47.75;41.51;0.2409;0.7112;0.1366;-0.3075;45.3;43.8;39.3;38.1
R01;2022-01-01 02:42:00;47.68;41.26;-0.0292;-0.1231;-0.8138;1.1441;43.5;42.8;40.5;39.4
R01;2022-01-01 02:42:30;47.60;41.01;-0.6331;-1.0527;-0.0701;0.4495;42.1;41.4;40.3;39.4
R01;2022-01-01 02:43:00;47.53;40.76;0.6368;0.9294;0.7780;-0.5175;44.3;42.8;39.2;37.9
R01;2022-01-01 02:43:30;47.46;40.51;0.1120;0.1108;-0.5091;-1.3638;44.1;43.0;37.3;37.6
R01;2022-01-01 02:44:00;47.40;40.26;-0.7788;0.3668;-1.2200;-0.7931;43.9;43.1;39.1;38.5
R01;2022-01-01 02:44:30;47.33;40.01;0.0704;0.1613;0.0878;0.2741;44.0;42.1;39.9;39.0
R01;2022-01-01 02:45:00;47.27;39.76;0.7654;0.2615;-0.1978;0.6424;43.7;42.4;40.4;39.4
R01;2022-01-01 02:45:30;47.21;39.51;0.2283;-0.4449;0.8860;0.4868;43.4;42.3;40.2;38.9
R01;2022-01-01 02:46:00;47.15;39.26;0.1733;0.1025;-0.3330;0.1906;43.6;42.4;39.4;38.5
R01;2022-01-01 02:46:30;47.09;39.01;0.3300;0.4116;0.4045;-0.4056;43.3;42.9;37.3;38.1
R01;2022-01-01 02:47:00;47.03;38.76;0.6723;0.6078;-0.4773;-0.4447;44.0;42.1;38.4;37.6
R01;2022-01-01 02:47:30;46.98;38.51;-0.4681;0.2277;-0.2409;-0.1963;43.9;42.2;38.9;38.9
R01;2022-01-01 02:48:00;46.93;38.26;0.9993;0.4348;0.4185;0.4244;44.0;42.4;39.4;39.2
R01;2022-01-01 02:48:30;46.88;38.01;0.1477;0.4315;0.3855;0.7074;43.4;42.6;38.6;37.9
R01;2022-01-01 02:49:00;46.83;37.76;-0.9684;-0.2732;0.2321;0.4378;42.7;41.1;38.4;37.0
R01;2022-01-01 02:49:30;46.79;37.51;-0.9754;-0.1533;0.0815;-0.4448;42.2;41.6;37.5;35.5
R01;2022-01-01 02:50:00;46.74;37.26;-0.1342;-0.1519;-1.1791;-0.9298;43.0;41.7;36.9;35.8
R01;2022-01-01 02:50:30;46.70;37.01;-0.1389;0.2800;-0.2010;-0.4936;43.6;42.2;36.5;36.4
R01;2022-01-01 02:51:00;46.66;36.76;0.4791;0.3441;0.4058;0.1187;43.6;42.1;37.4;36.8
R01;2022-01-01 02:51:30;46.62;36.51;0.1832;-0.8580;1.0143;-0.1689;42.0;40.9;37.0;36.5
R01;2022-01-01 02:52:00;46.58;36.26;-1.4552;-0.8797;-0.3652;-0.3511;40.9;39.4;36.4;35.6
R01;2022-01-01 02:52:30;46.54;36.01;-0.2825;0.3396;-0.8629;-1.3968;43.1;41.1;35.1;34.3
R01;2022-01-01 02:53:00;46.51;35.76;0.5968;1.3606;-0.7825;-1.5857;44.0;42.8;34.5;34.6
R01;2022-01-01 02:53:30;46.48;35.51;-0.0527;0.7970;0.1991;-0.7031;44.1;42.6;36.7;35.8
R01;2022-01-01 02:54:00;46.44;35.26;0.1242;0.5418;0.1248;0.1935;43.6;41.3;37.6;36.7
R01;2022-01-01 02:54:30;46.41;35.01;-0.8834;-1.4225;0.9299;1.4167;40.2;39.2;39.2;38.1
R01;2022-01-01 02:55:00;46.39;34.76;-0.2709;-0.7633;0.4969;0.4874;41.3;39.2;37.9;36.7
R01;2022-01-01 02:55:30;46.36;34.51;0.5054;0.4075;0.2932;0.0820;42.3;41.5;35.9;35.8
R01;2022-01-01 02:56:00;46.33;34.26;1.1038;0.9086;-1.3155;-1.2330;43.8;42.9;35.2;34.6
R01;2022-01-01 02:56:30;46.31;34.01;-0.0503;-0.1679;-2.1637;-1.3689;42.0;41.4;36.7;35.6
R01;2022-01-01 02:57:00;46.29;33.76;-0.5077;-0.5701;1.0317;0.2554;40.9;39.4;37.7;36.9
R01;2022-01-01 02:57:30;46.27;33.51;0.7434;-0.2530;1.1543;0.9932;40.9;39.0;38.7;37.7
R01;2022-01-01 02:58:00;46.25;33.26;0.7463;-0.0102;0.6153;0.9114;41.3;39.6;39.0;37.5
R01;2022-01-01 02:58:30;46.23;33.01;-0.0647;0.3433;0.9486;0.3194;43.2;40.5;36.4;35.8
R01;2022-01-01 02:59:00;46.21;32.76;0.5418;0.4971;0.0175;-0.5638;42.6;41.1;34.9;34.8
R01;2022-01-01 02:59:30;46.20;32.52;-0.1888;0.0701;-0.7290;-1.6652;41.9;40.6;34.3;34.1
R01;2022-01-01 03:00:00;46.18;32.27;-1.3887;-0.7700;-0.8729;-1.0882;40.5;39.7;36.0;34.5
R01;2022-01-01 03:00:30;46.17;32.02;-0.7017;-0.9555;-0.4557;0.6586;40.2;39.5;37.2;36.8
R01;2022-01-01 03:01:00;46.16;31.77;1.1845;-0.1565;0.9166;0.7633;42.7;41.3;38.2;37.8
R01;2022-01-01 03:01:30;46.15;31.52;-0.0620;0.6277;0.6276;0.5250;42.7;41.8;37.9;37.2
R01;2022-01-01 03:02:00;46.14;31.27;0.2540;1.2449;0.5398;-0.0265;43.4;41.6;36.2;35.1
R01;2022-01-01 03:02:30;46.13;31.02;0.7896;0.4498;0.0695;-0.9456;41.8;40.8;35.7;34.2
R01;2022-01-01 03:03:00;46.13;30.78;-0.1699;0.0393;-0.9415;-0.4873;42.1;40.8;36.3;34.8
R01;2022-01-01 03:03:30;46.12;30.53;1.5470;0.6815;-1.0164;-0.0142;43.2;40.6;37.0;36.4
R01;2022-01-01 03:04:00;46.12;30.28;0.0925;-0.0141;1.4198;0.6329;42.2;41.5;37.3;37.6
R01;2022-01-01 03:04:30;46.12;30.03;0.0216;0.0257;0.0682;1.2479;42.4;40.9;38.1;37.0
R01;2022-01-01 03:05:00;46.12;29.79;-0.2720;-0.0342;-0.2885;1.0182;42.1;40.6;38.3;36.8
R01;2022-01-01 03:05:30;46.12;29.54;0.8172;-0.3195;-0.2111;0.3665;42.0;40.6;36.4;35.5
R01;2022-01-01 03:06:00;46.12;29.29;0.6322;-0.2029;-1.0430;-1.1073;42.3;40.9;35.1;33.5
R01;2022-01-01 03:06:30;46.12;29.04;0.1916;0.4446;-0.2099;-1.0272;43.7;41.6;34.3;32.8
R01;2022-01-01 03:07:00;46.12;28.80;1.7473;1.1828;0.6275;-0.1558;43.7;41.8;35.4;34.8
R01;2022-01-01 03:07:30;46.13;28.55;0.5216;1.1319;-0.6753;0.0222;43.0;41.7;35.9;36.1
R01;2022-01-01 03:08:00;46.13;28.30;0.2002;0.6382;0.1986;0.2427;42.1;41.0;36.0;35.6
R01;2022-01-01 03:08:30;46.14;28.06;-0.4052;-0.2241;0.9597;0.4679;42.0;40.3;36.5;35.6
R01;2022-01-01 03:09:00;46.15;27.81;0.4276;-0.0308;-0.2713;0.9215;42.9;41.1;36.0;34.1
R01;2022-01-01 03:09:30;46.16;27.57;0.1386;0.5640;-0.5115;-0.4002;42.6;40.9;33.9;33.1
R01;2022-01-01 03:10:00;46.17;27.32;0.4095;0.0334;-0.0591;-1.1831;42.7;40.8;32.0;32.1
R01;2022-01-01 03:10:30;46.18;27.08;0.0319;0.2590;-0.0026;-0.4701;42.3;40.1;33.8;33.5
R01;2022-01-01 03:11:00;46.19;26.83;0.0423;0.1722;1.0116;0.6780;41.8;40.3;35.7;34.0
R01;2022-01-01 03:11:30;46.20;26.59;0.2699;0.4418;-0.8485;1.1610;41.3;39.9;36.2;35.7
R01;2022-01-01 03:12:00;46.22;26.34;0.8344;0.6562;0.0406;1.1728;41.6;39.8;37.3;36.0
R01;2022-01-01 03:12:30;46.23;26.10;-0.7920;0.5122;1.6919;0.3267;41.6;39.2;35.9;35.1
R01;2022-01-01 03:13:00;46.25;25.85;-0.3280;-0.9197;0.9076;0.1630;40.4;38.4;34.7;33.1
R01;2022-01-01 03:13:30;46.27;25.61;1.6942;0.6123;1.1575;0.0618;41.2;38.9;34.1;32.2
R01;2022-01-01 03:14:00;46.28;25.36;1.3677;0.3381;0.9601;0.3270;40.6;39.3;36.1;34.7
R01;2022-01-01 03:14:30;46.30;25.12;-0.0924;-0.4970;-0.8004;0.0109;39.9;39.2;36.1;34.9
R01;2022-01-01 03:15:00;46.32;24.88;-0.6518;-0.4281;-1.1339;-0.1323;40.9;38.8;35.5;34.5
R01;2022-01-01 03:15:30;46.35;24.63;0.0115;-0.7658;0.0019;-0.0167;39.9;37.9;36.0;35.0
R01;2022-01-01 03:16:00;46.37;24.39;-0.1924;-0.8886;0.8259;1.7895;39.1;38.1;35.8;35.7
R01;2022-01-01 03:16:30;46.39;24.15;0.6114;-0.4594;1.5981;2.3480;39.9;38.6;35.6;35.3
R01;2022-01-01 03:17:00;46.41;23.90;1.8255;-0.4417;0.3060;0.7676;39.6;38.1;36.3;34.8
R01;2022-01-01 03:17:30;46.44;23.66;0.0508;0.2136;-0.4792;-0.7224;40.4;38.4;35.8;34.0
R01;2022-01-01 03:18:00;46.46;23.42;-0.1522;0.6063;-1.1406;-1.3301;41.0;38.7;33.8;33.4
R01;2022-01-01 03:18:30;46.49;23.18;-0.3894;-0.3661;-0.7034;-0.6061;40.0;38.2;34.5;33.7
R01;2022-01-01 03:19:00;46.52;22.93;-0.6965;-0.0462;-0.2267;0.6814;39.3;37.9;36.4;35.1
R01;2022-01-01 03:19:30;46.55;22.69;0.6930;-0.3007;0.0430;1.2041;39.5;38.1;38.1;36.7
R01;2022-01-01 03:20:00;46.58;22.45;-0.6352;0.0373;-0.8810;0.0237;40.7;38.9;36.1;35.1
R01;2022-01-01 03:20:30;46.61;22.21;-0.3013;-0.3695;0.0166;-1.5234;39.8;38.7;34.3;34.2
R01;2022-01-01 03:21:00;46.64;21.97;-0.9386;-0.3189;0.9429;-1.3097;39.5;39.4;33.4;33.3
R01;2022-01-01 03:21:30;46.67;21.73;-1.7338;-0.8459;-0.2175;-0.1234;40.0;39.2;34.9;34.5
R01;2022-01-01 03:22:00;46.70;21.49;0.0329;-1.0444;-0.1704;-0.1966;39.3;38.9;36.6;35.3
R01;2022-01-01 03:22:30;46.74;21.25;0.2177;-0.6877;-0.8404;-0.4310;39.9;39.0;37.1;35.8
R01;2022-01-01 03:23:00;46.77;21.01;-0.4501;-0.5468;0.9113;-0.0033;40.1;39.5;36.7;35.0
R01;2022-01-01 03:23:30;46.80;20.77;-0.3386;-0.3800;0.8884;0.1318;39.9;39.4;36.5;35.2
R01;2022-01-01 03:24:00;46.84;20.53;-1.6858;-0.9908;-0.8575;-0.0621;39.4;39.5;35.5;35.4
R01;2022-01-01 03:24:30;46.88;20.29;0.5708;0.0519;-0.7064;-1.1925;41.4;39.5;34.6;33.3
R01;2022-01-01 03:25:00;46.91;20.05;0.4128;0.7455;0.5449;-0.4039;40.8;39.4;34.3;34.2
R01;2022-01-01 03:25:30;46.95;19.81;1.0467;0.8414;0.7347;0.2346;40.9;39.2;35.4;34.7
R01;2022-01-01 03:26:00;46.99;19.57;0.4257;0.7790;-0.9458;-0.0383;40.5;39.2;35.0;34.3
R01;2022-01-01 03:26:30;47.03;19.33;0.9618;-0.0472;-1.1896;1.0798;40.6;39.1;36.0;35.3
R01;2022-01-01 03:27:00;47.07;19.09;1.0785;1.0643;-0.4189;1.0162;40.4;39.8;35.4;33.7
R01;2022-01-01 03:27:30;47.11;18.86;1.1120;1.2954;0.3262;0.8666;41.1;40.2;35.2;34.1
R01;2022-01-01 03:28:00;47.15;18.62;-0.1741;0.4566;-0.6663;0.2818;40.7;39.4;33.6;32.4
R01;2022-01-01 03:28:30;47.20;18.38;-0.2769;0.0187;-0.3964;-0.4057;40.3;39.2;31.8;29.9
R01;2022-01-01 03:29:00;47.24;18.14;0.3770;0.1585;-0.6679;-0.8392;39.8;39.2;31.0;30.9
R01;2022-01-01 03:29:30;47.29;17.91;-0.2222;0.8693;-0.5484;-1.4831;40.1;39.1;31.0;31.6
R01;2022-01-01 03:30:00;47.33;17.67;-0.2908;0.5473;-0.2982;-0.8919;40.3;38.7;33.3;31.9
R01;2022-01-01 03:30:30;47.38;17.43;-1.0391;-0.8195;-1.4954;-0.3214;39.2;38.7;32.7;32.2
R01;2022-01-01 03:31:00;47.42;17.20;-0.6497;0.4305;-0.0018;-0.0505;39.6;38.8;33.0;32.3
R01;2022-01-01 03:31:30;47.47;16.96;-0.2297;0.0273;0.4716;1.0188;39.4;38.5;32.6;31.9
R01;2022-01-01 03:32:00;47.52;16.73;0.0957;-0.0599;-1.3122;0.9249;40.1;38.2;32.8;31.4
R01;2022-01-01 03:32:30;47.56;16.49;-0.9479;-0.3648;-1.0832;0.0074;39.2;37.7;32.1;30.9
R01;2022-01-01 03:33:00;47.61;16.26;-0.1776;-0.1059;-0.6494;-0.1252;39.2;38.0;32.1;29.1
R01;2022-01-01 03:33:30;47.66;16.02;0.3929;0.3579;0.0160;0.4718;41.2;39.1;33.6;31.1
R01;2022-01-01 03:34:00;47.71;15.79;1.3455;1.2813;0.1290;0.6478;40.9;40.0;34.0;32.4
R01;2022-01-01 03:34:30;47.76;15.55;1.7346;0.4257;-0.0529;-0.1053;39.6;38.6;33.3;31.9
R01;2022-01-01 03:35:00;47.82;15.32;0.9801;0.3401;0.9202;0.8476;39.4;39.0;34.5;33.6
R01;2022-01-01 03:35:30;47.87;15.08;0.6762;0.0375;-0.7658;0.6742;40.1;38.6;34.2;32.9
R01;2022-01-01 03:36:00;47.92;14.85;-0.2181;0.6978;0.6506;-0.2376;40.7;38.4;32.6;31.2
R01;2022-01-01 03:36:30;47.97;14.62;0.3643;1.1065;-1.2351;-0.4101;41.5;39.3;33.6;32.3
R01;2022-01-01 03:37:00;48.03;14.38;0.5648;0.1751;-0.1304;0.2906;39.1;37.8;33.8;32.8
R01;2022-01-01 03:37:30;48.08;14.15;-1.3944;-0.4388;0.6206;0.2284;39.2;38.4;34.2;32.2
R01;2022-01-01 03:38:00;48.14;13.92;-0.0764;0.5124;1.5626;0.1889;40.1;38.7;33.8;32.9
R01;2022-01-01 03:38:30;48.20;13.69;0.5831;0.9666;1.5297;0.4497;39.1;37.4;34.5;34.7
R01;2022-01-01 03:39:00;48.25;13.46;1.2428;1.0124;-0.1982;0.8023;40.0;38.2;36.4;34.7
R01;2022-01-01 03:39:30;48.31;13.22;1.2216;0.7545;-0.5021;0.9390;40.8;38.3;35.8;34.0
R01;2022-01-01 03:40:00;48.37;12.99;0.4797;0.7312;0.5604;0.7690;39.3;38.3;35.3;33.6
R01;2022-01-01 03:40:30;48.43;12.76;1.2094;0.3342;0.6046;0.8297;38.3;36.5;33.7;31.8
R01;2022-01-01 03:41:00;48.48;12.53;0.4538;0.0209;-0.9005;0.0063;38.8;37.0;34.0;32.9
R01;2022-01-01 03:41:30;48.54;12.30;0.2472;0.0797;0.0948;0.1087;39.2;38.1;34.4;34.4
